Keyword,Id,CreatedAt,Country,Country_Code,State,RetweetedStatus,UsrFavouriteCount,Text,Lang,UsrName,UsrId,UsrLang,UsrLocation,UsrFollowersCount,UsrFriendsCount,UsrVerified,UsrCreatedAt,UsrDescription,UsrGeoEnabled,UsrStatuesCount,UsrTimeZone,UsrUtcOffset,Retweeted,Retweet_Cont
ZIKA,707181073600552961,Mar 08 2016 12:28:01,United States,US,Illinois,0,385,'Antes eu era só Dengue Agora sou Zika e Chikungunya EU SOU A UNIVERSAL',pt,MrOBarbudo,73619019,pt,IL US,3534,133,False,Sep 12 2009 10:50:37,Tomador de Pinga Pegador de ondas Rapeleiro e jogador de games Mestre em Controladoria e Finanças Sim sou foda e você? https//tco/JBOVZDaiQJ,True,50774,Brasilia,-10800,False,0
ZIKA,707177590918942720,Mar 08 2016 12:14:11,United States,US,Florida,0,114,'From swine flu to Ebola and Zika What happens when a disease epidemic turns out to be fraud based on lies https//tco/CW2vCVFLpe',en,riddlerc,70274273,en,,1527,1987,False,Aug 31 2009 01:47:53,Helping others with personal residual income streams fundraising and health how to hear Gods Voice The Truth,True,784,Eastern Time (US & Canada),-18000,False,0
ZIKA,707198197450473473,Mar 08 2016 13:36:04,United States,US,Puerto Rico,0,27606,"'""tienen que cuidarse la zika esa"" JajajsjjdjdjdjsjsjajsjajajjajajajaJana'",it,MaarcyAlexandra,2172295468,es,río grande pr ☀️,1454,570,False,Nov 07 2013 16:31:17,creyéndome cool,True,107426,Atlantic Time (Canada),-14400,False,0
ZIKA,707197988674916352,Mar 08 2016 13:35:14,United States,US,New York,0,4164,'#Zika #virus @CDCgov #Opensource @google #health #Brazil @Brazil #zikavirus @CDC_eHealth @CDCemergency #data https//tco/e1CXffL3x8',und,brianfagioli,121525054,en,Long Island New York USA,914,98,False,Mar 09 2010 19:37:43,Writer at BetaNews Blogger Journalist Reporter Analyst YouTuber Internet Personality Sociologist Stony Brook University Alum brian@betanewscom,True,23481,Eastern Time (US & Canada),-18000,False,0
ZIKA,707196953025777665,Mar 08 2016 13:31:07,United States,US,Florida,0,205,'Heartbreaking but important #Zika coverage from @NatGeo underscores value of #research at @floridastate &amp beyond https//tco/pgxKO48piY',en,DSchnittker,19780856,en,Tallahassee Fla,75,129,False,Jan 30 2009 18:39:15,Writer | Producer | Journalist at Office of University Communications Florida State University @floridastate #GoNoles,True,239,Eastern Time (US & Canada),-18000,False,0
ZIKA,707206905278668800,Mar 08 2016 14:10:40,United States,US,Puerto Rico,0,4780,'@bomberosprjefe Da detalles sobre operativo contra el Zika en Cementerios de Fajardo https//tco/XO94DN0791',es,BomberosELAPR,1222958557,en,Puerto Rico USA,11832,931,False,Feb 26 2013 21:00:37,Cuenta Oficial del Cuerpo De Bomberos de Puerto Rico,True,8842,Atlantic Time (Canada),-14400,False,1
ZIKA,707212076305899520,Mar 08 2016 14:31:13,United States,US,North Carolina,0,371,'@ncdhhs #Zika Coordinating closely with #CDC there are 5 travel related cases of #NC residents acquiring #ZikaVirus when in South America',en,LinnieSupall,44385796,en,RaleighDurham NC,957,941,False,Jun 03 2009 15:50:21,Reporter for Time Warner Cable News I love news fashion travel and giving back Catch me weekday mornings on @TWCnewsRDU !,True,4852,Eastern Time (US & Canada),-18000,False,0
ZIKA,707211800367013889,Mar 08 2016 14:30:07,United States,US,New York,0,70,'What #HIV responses teach us about how to fight #Zika https//tco/hHdI97K0cW I agree @markdaku need to link economic and political capital',en,DougUNDP,633999734,en,New York,1422,1336,False,Jul 12 2012 19:55:00,Team Leader Health and Innovative Financing @UNDP in New York Addressing the social dimensions of HIV NCDs and #globalhealth Views are my own,True,1620,None,None,False,0
ZIKA,707211036026216448,Mar 08 2016 14:27:04,United States,US,North Carolina,0,371,'@ncdhhs Brajer on #Zika Surveillance system in place @ #WCU #NCSU &amp #ECU hiring 3 entomologists to survey work https//tco/FxkrXlBBpP',en,LinnieSupall,44385796,en,RaleighDurham NC,957,941,False,Jun 03 2009 15:50:21,Reporter for Time Warner Cable News I love news fashion travel and giving back Catch me weekday mornings on @TWCnewsRDU !,True,4852,Eastern Time (US & Canada),-18000,False,0
ZIKA,707223617029935104,Mar 08 2016 15:17:04,United States,US,Pennsylvania,0,225,'Montco confirms first case of Zika in 55yrold woman who recently traveled outside US to area where the virus has been found More to come',en,kaitlynfoti,130900977,en,Norristown PA,313,314,False,Apr 08 2010 17:34:18,Staff Writer for Digital First Media covering Montgomery County courts and government Noted pug enthusiast,True,1116,Eastern Time (US & Canada),-18000,False,0
ZIKA,707225905542729728,Mar 08 2016 15:26:10,United States,US,Pennsylvania,0,2,'First case of Zika virus in Montgomery Co55yearold woman tested positive for the virus after travel outside… https//tco/WXW4CawiRz',en,PhiladelphiaCP,57976284,en,Philadelphia,4677,47,False,Jul 18 2009 16:57:25,Breaking news and weather updates from Philadelphia,True,260538,Eastern Time (US & Canada),-18000,False,0
ZIKA,707234205248282625,Mar 08 2016 15:59:08,United States,US,Pennsylvania,0,2,'Montgomery County reports first case of Zika virus https//tco/QOQPGEZlq4',en,PhiladelphiaCP,57976284,en,Philadelphia,4677,47,False,Jul 18 2009 16:57:25,Breaking news and weather updates from Philadelphia,True,260539,Eastern Time (US & Canada),-18000,False,0
ZIKA,707231044106264576,Mar 08 2016 15:46:35,United States,US,Utah,0,458,'@BenWinslow @fox13now Please do a piece on the chemicals #Monsanto poured into #Brazil water before @gatesfoundation #GMO mosquitos #zika',en,chadwick4Utah,4836526685,en,Layton UT,79,386,False,Jan 22 2016 22:04:22,Independent candidate for US House District #1 UT Sick of #CIA #CFR #TheFed candidates selling the country out! TIME IS ALMOST OUT! #RestoreTheRepublic #utpol,True,632,None,None,False,0
ZIKA,707236290866106371,Mar 08 2016 16:07:26,United States,US,Puerto Rico,0,46,'Conferencia de prensa del CDC y Comité Timón contra el Zika https//tco/vhxHKItVqi',es,AEMEAD1,1227761186,en,San Juan Puerto Rico,19613,156,False,Feb 28 2013 15:14:55,Cuenta Oficial de la Agencia Estatal para el Manejo Emergencias y Administración Desastres del Estado Libre Asociado de Puerto Rico,True,5394,Eastern Time (US & Canada),-18000,False,1
ZIKA,707236103305207808,Mar 08 2016 16:06:41,United States,US,Puerto Rico,0,46,'Conferencia de prensa del CDC y Comité Timón contra el Zika https//tco/pQbbljmqPP',es,AEMEAD1,1227761186,en,San Juan Puerto Rico,19613,156,False,Feb 28 2013 15:14:55,Cuenta Oficial de la Agencia Estatal para el Manejo Emergencias y Administración Desastres del Estado Libre Asociado de Puerto Rico,True,5394,Eastern Time (US & Canada),-18000,False,1
ZIKA,707221821754445824,Mar 08 2016 15:09:56,United States,US,Colorado,0,0,'5 Infected With Zika Virus In NC Health https//tco/qQ2ZdGL9fJ',en,DenverCP,70381121,en,Denver CO,2803,17,False,Aug 31 2009 12:32:37,Breaking news and weather updates from Denver,True,249678,Mountain Time (US & Canada),-25200,False,0
ZIKA,707249735120228359,Mar 08 2016 17:00:51,United States,US,Virginia,0,16,'#Zika virüsünü ifade eden en anlamlı logo! https//tco/mbMLbI68qH',tr,TheYasinBekar,41434031,en,Washington DC USA Istanbul TURKEY,1497,1400,False,May 20 2009 19:50:44,Bi Zigetvâr، ياسين بكار Turkey is your Key!,True,26074,Eastern Time (US & Canada),-18000,False,0
ZIKA,707277767490936833,Mar 08 2016 18:52:15,United States,US,California,0,900,'@WHO I juz saw a #MOSQUITO IDK if it's #ZikaVirus infected but IDK if I should bother with it? IDK wut dat mosquito looks like w/ #ZIKA',en,Perez77J,1364519018,en,805cencal,743,1953,False,Apr 19 2013 14:14:51,concollegecookmusicartistfamman DodgersLakersRaidersTrueBluePurSil Paranormal/Greys Solar System and Catholic believer #DONTUJUDGEME,True,1373,None,None,False,0
ZIKA,707277669868548096,Mar 08 2016 18:51:51,United States,US,Tennessee,0,3346,"'@TaliaElaine ""New details today in the fight against the Zika virusit's still spreadingand there's still no vaccine""'",en,megangabie,25647446,en,Nashville TN,903,1597,False,Mar 21 2009 06:05:00,News Producer at @WSMV Lover of music dad jokes and dive bars ProOxford comma Obsessed with my dog Harrison Alabama is home,True,3992,Central Time (US & Canada),-21600,False,0
ZIKA,707284457041039360,Mar 08 2016 19:18:49,United States,US,New York,0,211,"'Diretora da OMS Margaret Chan ""investigações sugerem fortemente que transmissão sexual de zika é mais comum do que se pensava” @ONUBrasil'",pt,RadioONU,47961740,en,Nova York,24346,913,False,Jun 17 2009 13:37:09,Somos a Rádio ONU em Português Um serviço oficial de notícias sobre as Nações Unidas inteiramente em português Nossa redação fica na sede da ONU em NY,True,23861,Eastern Time (US & Canada),-18000,False,0
ZIKA,707281775832092672,Mar 08 2016 19:08:10,United States,US,Florida,0,2,'World Health Organization says sexual transmission of Zika virus is more common than previously thought @wjxt4 https//tco/PopdzExEOb',en,JacksonvilleCP,62050708,en,Jacksonville FL,2284,10,False,Aug 01 2009 15:09:12,Breaking news and weather updates from Jacksonville,True,121835,Eastern Time (US & Canada),-18000,False,0
ZIKA,707281390362976257,Mar 08 2016 19:06:38,United States,US,Colorado,0,869,'@NBCOlympics @TeamUSA @Rio2016_en Can't wait for Zika 16',en,headiebizz,327416315,en,Colorado! Fo Co,239,856,False,Jul 01 2011 14:46:09,,True,2707,None,None,False,0
ZIKA,707280784080674816,Mar 08 2016 19:04:14,United States,US,Connecticut,0,594,'Are we sure Zika is a mosquito thing?',en,KatishiaG,201359291,en,Springfield MA,89,113,False,Oct 11 2010 17:38:39,Living to please Him #ChristFollower #UniquelyMe #Royalty,True,2514,Eastern Time (US & Canada),-18000,False,0
ZIKA,707286333165846528,Mar 08 2016 19:26:17,United States,US,New York,0,211,"'ALERTA ""Microcefalia é apenas uma das várias anormalidades associadas à infecção de zika na gravidez” Margaret Chan diretora da OMS'",pt,RadioONU,47961740,en,Nova York,24346,920,False,Jun 17 2009 13:37:09,Somos a Rádio ONU em Português Um serviço oficial de notícias sobre as Nações Unidas inteiramente em português Nossa redação fica na sede da ONU em NY,True,23863,Eastern Time (US & Canada),-18000,False,1
ZIKA,707309832009687040,Mar 08 2016 20:59:39,United States,US,Pennsylvania,0,1979,'@Wendys some of nuggets are soggyish and gooey is this safe? do I have the zika virus now? https//tco/zdEP7rOKYi',en,tyllyn,12257632,en,Pittsburgh PA,297,974,False,Jan 15 2008 06:01:57,Pokémaster,True,2641,Eastern Time (US & Canada),-18000,False,0
ZIKA,707313169149108224,Mar 08 2016 21:12:55,United States,US,Puerto Rico,0,46,'Simposio sobre Zika a líderes comunitarios escuelas e iglesias en el municipio de Salinas https//tco/IcyeG0QqMY',es,AEMEAD1,1227761186,en,San Juan Puerto Rico,19614,156,False,Feb 28 2013 15:14:55,Cuenta Oficial de la Agencia Estatal para el Manejo Emergencias y Administración Desastres del Estado Libre Asociado de Puerto Rico,True,5400,Eastern Time (US & Canada),-18000,False,1
ZIKA,707312388761063425,Mar 08 2016 21:09:49,United States,US,Massachusetts,0,1642,'@nestorduprey lo mismo aplica cuando hay que si zika que si dengue y hasta con el ebola!',es,JesusAlvelo,98256630,en,Puerto Rico,355,261,False,Dec 21 2009 02:06:26,Postdoctoral Researcher at @MIT in The Fluid Dynamics of Disease Transmission Laboratory at @MIT_CEE Biofuel Microbes and Epidemiology,True,8553,Eastern Time (US & Canada),-18000,False,0
ZIKA,707311625968025600,Mar 08 2016 21:06:47,United States,US,Oregon,0,14957,'can't wait for my future husband to comfort me during my apparently inevitable panic attack about zika',en,devanboyle,2762962886,en,,735,2444,False,Aug 24 2014 16:03:55,The hard way or the hard way,True,3983,Eastern Time (US & Canada),-18000,False,0
ZIKA,707311211176714245,Mar 08 2016 21:05:08,United States,US,Puerto Rico,0,639,'Toma Acción y elimina los criaderos de mosquitos #virus #zika #alerta #prevenir #repelente #mosquitos https//tco/ExguWjSsYs',es,CanoMartinPena,872390989,en,Puerto Rico,1363,1065,False,Oct 10 2012 19:37:19,Seeks to overcome poverty & attain social & environmental justice Addresses major environmental degradation issues promoting safer and healthier communities,True,1977,Atlantic Time (Canada),-14400,False,0
ZIKA,707311034546180096,Mar 08 2016 21:04:26,United States,US,North Carolina,0,13,'Zika Virus=Z Virus=Zombie Virus! #TheWalkingDead',lt,J_TaylorDoss,434384406,en,North Carolina,103,98,False,Dec 11 2011 19:58:27,,True,968,None,None,False,0
ZIKA,707332283611660289,Mar 08 2016 22:28:52,United States,US,Massachusetts,0,11404,'La razón por la cual la CDC está en PR como locos tratando de tumbar al zika es pa que no se riegue en la Florida Eso es todo',es,MinistroCiencia,465973960,en,Perreando por un PR mejor,1262,307,False,Jan 16 2012 22:55:38,Ministro de Ciencias de Puerto Rico Triunfador de la vida En el exilio Cerca de Cambridge El LSD era puro,True,58550,Eastern Time (US & Canada),-18000,False,1
ZIKA,707331423963848704,Mar 08 2016 22:25:27,United States,US,Illinois,0,493,'@RoeConn what about link between Zika and GuillianBarre Syndrome?',en,mueller_colleen,1573031647,en,,102,306,False,Jul 06 2013 15:13:28,If it is to be it is up to me,True,448,London,0,False,0
ZIKA,707330583131779072,Mar 08 2016 22:22:07,United States,US,Georgia,0,2277,'Zika Ground Zero @ Valdosta Georgia https//tco/GkyXNS5h0b',fi,Jesse_Holder,475779463,en,Georgia USA,1252,1657,False,Jan 27 2012 12:38:42,US #Paratrooper|#Media Personality|#Author of Chutes Beer & Bullets Not Your Grandpa's War Story|#WGAW Member #GoDawgs,True,5511,Eastern Time (US & Canada),-18000,False,0
ZIKA,707339987474391040,Mar 08 2016 22:59:29,United States,US,New York,0,2124,'Everything you need to know about #Zika in 60 seconds! https//tco/tnVrSeZRfw',en,GardenOBGYN,136433831,en,New York USA,474,1284,False,Apr 23 2010 23:09:33,We are Garden OBGYN compassionate and qualified health care professionals dedicated to YOU your health your wellbeing,True,1390,Eastern Time (US & Canada),-18000,False,0
ZIKA,707338840730701824,Mar 08 2016 22:54:56,United States,US,Massachusetts,0,11404,'Oigan @DeptSaludPR es cierto que en PR hay 14 casos de mujeres embarazadas con el virus del zika en Puerto Rico? https//tco/S8REMb2K20',es,MinistroCiencia,465973960,en,Perreando por un PR mejor,1262,307,False,Jan 16 2012 22:55:38,Ministro de Ciencias de Puerto Rico Triunfador de la vida En el exilio Cerca de Cambridge El LSD era puro,True,58553,Eastern Time (US & Canada),-18000,False,0
ZIKA,707349624286273537,Mar 08 2016 23:37:47,United States,US,New York,0,9946,'Resulta ser que ante crisis economica sin precedentes segun el centro de control de enfermedades (CDC) Puerto Rico crisis con Zika 😳😳',es,Irek36,403824621,en,Parkchester Bronx NY,254,453,False,Nov 03 2011 01:48:15,AntiK Defensor de la Republica y la independencia de sus instituciones Los fondos publicos no son cheques en blanco para enriquecer politicos,True,3415,Eastern Time (US & Canada),-18000,False,0
ZIKA,707347875726929920,Mar 08 2016 23:30:50,United States,US,California,0,1412,'What does @CAPublicHealth do? Protect public health for people in #CA on issues from AIDS to Zika Follow ☝🏾 OT https//tco/lT1vFDOpDK',en,metroedge,65406315,en,Sacramento CA,7149,1133,False,Aug 13 2009 16:46:53,ENGAGE | DEVELOP | GIVE | EMPOWER Bringing together Sacramento's young professionals,True,6415,Pacific Time (US & Canada),-28800,False,0
ZIKA,707355011559378944,Mar 08 2016 23:59:11,United States,US,Wisconsin,0,1349,'If i figure out this Zika viral envelope proteinprotein interaction mechanism I should get a 🏅#NobelPrize',en,RayDeAsian,72702683,en,262 ♻ 920,152,135,False,Sep 08 2009 23:32:51,Side effects may occur,True,2113,Central Time (US & Canada),-21600,False,0
ZIKA,707352864356749313,Mar 08 2016 23:50:39,United States,US,Florida,0,2940,'How crazy is it that the GuillainBarré Syndrome outbreak is associated with the zika virus?',en,allysonna12,509771207,en,,400,448,False,Mar 01 2012 05:43:58,it will be okay,True,8478,Atlantic Time (Canada),-14400,False,0
ZIKA,707352698996203520,Mar 08 2016 23:50:00,United States,US,Indiana,0,162,'@plattinum2000 didn't want to go outside because he didn't want to get Zika',en,sarahjstraley,55740355,en,Carmel IN,477,263,False,Jul 11 2009 02:58:30,well I think I've gone mad isn't that so sad,True,1835,Indiana (East),-18000,False,0
ZIKA,707359304999784448,Mar 09 2016 00:16:15,United States,US,Texas,0,957,'@CMichaelGibson I think the problem will be the men bringing back Zika to their home and family',en,hanvota,162117663,en,College Station TX 77845,36,223,False,Jul 02 2010 19:12:51,Full time working professional part time tech geek,True,574,Central Time (US & Canada),-21600,False,0
ZIKA,707364557069676544,Mar 09 2016 00:37:07,United States,US,Pennsylvania,0,330,'Zika's Link to Birth Defects Nerve Disease 'Alarming' WHO Says https//tco/FA5lhkFygF via nbcnews',en,hhenry53,177966427,en,United States,256,908,False,Aug 13 2010 14:36:40,I love different people people that r smart people that love people that change the world!! ) ~ Make Love not War,True,7442,Central Time (US & Canada),-21600,False,0
ZIKA,707369373707608064,Mar 09 2016 00:56:15,United States,US,California,0,760,'Homeboy on the plane might have the ZIKA!!! 😱 #stopcoughing',en,bharat_j_patel,323412342,en,,158,144,False,Jun 24 2011 19:49:12,,True,1740,None,None,False,0
ZIKA,707374965872394240,Mar 09 2016 01:18:28,United States,US,California,0,1,'Could Trump's proposed border wall be built high enough to prevent Zika virus infected mosquitoes from entering the US?',en,ric2rth,706658489939046400,en,,3,6,False,Mar 07 2016 01:51:27,,True,12,None,None,False,0
ZIKA,707373986783621122,Mar 09 2016 01:14:35,United States,US,New Jersey,0,4969,'Just got 10 points extra credit in bio for knowing so much about zika virus 🙄',en,saigedagostino,411492449,en,,536,172,False,Nov 13 2011 13:54:55,The Real Life Jackie Burkhart,True,17580,Mountain Time (US & Canada),-25200,False,0
ZIKA,707371093494013953,Mar 09 2016 01:03:05,United States,US,Florida,0,17,'Coming soon! This is great to protect your pet's against the ZIKA… https//tco/JxjTudBp1V',en,ScottiePaws,1598828492,en,,80,61,False,Jul 16 2013 16:51:28,,True,3580,Atlantic Time (Canada),-14400,False,0
ZIKA,707378876150910976,Mar 09 2016 01:34:01,United States,US,Illinois,0,389,'@TigerQuestfor19 and everyone gets Zika virus! Lol',en,jjcorrado,34061797,en,chicago,345,1119,False,Apr 21 2009 22:07:09,Follow if you dare,True,16819,Central Time (US & Canada),-21600,False,0
ZIKA,707385644121772032,Mar 09 2016 02:00:54,United States,US,South Carolina,0,26934,'Don't tease Zika babiesthey're already hilarious as is https//tco/U1JJJkXp0P',en,Settledownass,22725301,en,Washington DC,998,929,False,Mar 04 2009 03:12:56,@findmynervous is baby,True,54771,Eastern Time (US & Canada),-18000,False,0
ZIKA,707394972480241665,Mar 09 2016 02:37:58,United States,US,California,0,502,'@beguiledrapture keeps saying I have Zika',en,alo_usie52,4543971379,en,Bae Area,73,237,False,Dec 13 2015 04:15:46,CAL '16,True,862,None,None,False,0
ZIKA,707398299729338368,Mar 09 2016 02:51:12,United States,US,California,0,1779,'@RonColeman So this fullon assault against our SF #DemBubble is like a Zika epidemic WE ARE NOT PREPARED',en,skostal,19685838,en,San Francisco,1152,2068,False,Jan 29 2009 00:11:35,Legal marketing PR BD consultant and legal affairs journalist Mom to 3 girls 2 in college and @COMMsdog My mac 'n cheese is crazy,True,9798,Pacific Time (US & Canada),-28800,False,0
ZIKA,707403950874632193,Mar 09 2016 03:13:39,United States,US,Virgin Islands,0,3635,'7 confirmed cases of Zika on Cruz Lord ah mercy',en,_therealaleck,591948131,en,Saint Thomas VI,893,668,False,May 27 2012 16:24:25,No Boarders No Boundaries One VI ☀️,True,45577,Atlantic Time (Canada),-14400,False,0
ZIKA,707419510349897728,Mar 09 2016 04:15:29,United States,US,Minnesota,0,1232,'The WHO catches up to @CDCgov travel recommendations for Zika virus affected areas https//tco/OZyGHqmmyX',en,InfectiousJK,2450833706,en,Minneapolis/St Paul MN,203,241,False,Apr 18 2014 04:30:55,Vaccine Specialist Infection Control at Children's Hospitals and Clinics of Minnesota (@ChildrensMN) Keeping kids and families healthy,True,1684,None,None,False,0
ZIKA,707434648276754432,Mar 09 2016 05:15:38,United States,US,Oregon,0,19744,'#IfTrumpWins suddenly the Zika Virus doesn't seem so bad @midnight',en,ChubbahBubbah,164484695,en,corner of Mirth & Whimsy,2114,2212,False,Jul 09 2010 00:28:12,My Mom says I'm good lookingOtherwise I'm the cranky old man reminding you to stay out of my yard I don't follow Conservatives or Libertarianslife2short,True,22513,None,None,False,0
ZIKA,707445097533722625,Mar 09 2016 05:57:09,United States,US,Florida,0,1651,'@NiliMajumder @WHO WHO Advises Pregnant Women to Avoid Areas Where Zika Is Spreading https//tco/XJ6hNdvYke https//tco/LmGpVToglM',en,SilverCensus,51185319,en,Palm Beach Gardens,874,541,False,Jun 26 2009 19:16:01,http//tco/NNywyGsMfx The Premier Directory for Senior Living & Health Services offering free placement assistance and job recruitment,True,14982,Eastern Time (US & Canada),-18000,False,0
ZIKA,707459426404442112,Mar 09 2016 06:54:05,United States,US,Texas,0,22225,"'@JulianSapp @NBCNightlyNews I do not know I DO know @DrFriedenCDC said in video here ""Uh we don't know how to stop Zika"" *&lt{] D'",en,gwendolbowling,106026948,en,iPhone 3292851797216814,393,981,False,Jan 18 2010 07:41:45,,True,37023,Central Time (US & Canada),-21600,False,0
ZIKA,707468580321935360,Mar 09 2016 07:30:28,United States,US,Georgia,0,0,'explain to me why my grandaughter will have to pay as her world dies cause we only cared moneygod is zikano newborns humans die',en,powerwagon84,702319495444955136,en,,3,13,False,Feb 24 2016 02:29:51,,True,129,Pacific Time (US & Canada),-28800,False,0
ZIKA,707480499820699648,Mar 09 2016 08:17:50,United States,US,California,0,30897,'@AP @JillLawless @Gregory_P_Katz @hitalie WAS IT THE ZIKA VIRUS????!!!!!!!',en,TheRobotard8000,27559027,en,Los Angeles,2056,438,False,Mar 30 2009 01:58:45,The worst thing you've smelled in weeks!,True,54342,Pacific Time (US & Canada),-28800,False,0
ZIKA,707479405258473472,Mar 09 2016 08:13:29,United States,US,Pennsylvania,0,295,'Zika virus https//tco/EoLI2bvi0t',lt,EnidGladys,2844545920,en,,47,305,False,Oct 26 2014 00:50:26,,True,23,None,None,False,0
ZIKA,707482001411084289,Mar 09 2016 08:23:48,United States,US,Maryland,0,1010,'@MLKstudios in Colombia no problems w ZIKA but in Brazil w use of larvacide from a company part of Monsanto did Microcephaly arise',en,Zomommey,18824003,en,Bumfuck nowhere,79,135,False,Jan 10 2009 02:18:21,wanted a platform to express myself where i didnt have to worry about getting in spats with ultra religous and/ or ultra conservative family members,True,2914,None,None,False,2
ZIKA,707481852190314496,Mar 09 2016 08:23:12,United States,US,Texas,0,15,'Prepare for zika virus during spring break https//tco/iJ03yDjhlo',en,BLifeArlington,1322875490,en,Arlington Texas,974,1607,False,Apr 02 2013 16:59:11,Arlington BubbleLife features community news photos and events Share your business organization or personal news and events at https//tco/bGTis0e6jp,True,51584,Central Time (US & Canada),-21600,False,0
ZIKA,707481499784880128,Mar 09 2016 08:21:48,United States,US,Maryland,0,1010,'@MLKstudios did u notice how zika stopped being the top news story when it reveled in only in Brazil did zika cause microcephaly',en,Zomommey,18824003,en,Bumfuck nowhere,79,135,False,Jan 10 2009 02:18:21,wanted a platform to express myself where i didnt have to worry about getting in spats with ultra religous and/ or ultra conservative family members,True,2914,None,None,False,0
ZIKA,707534664815128577,Mar 09 2016 11:53:04,United States,US,Puerto Rico,0,5012,'#UPRcontraelZIKA Los investigadores de @rcmupr analizan el virus del #zika en PR con el director del @CDCgov https//tco/RM9AVnIcds',es,UPRInforma,121614910,en,Puerto Rico,13442,1632,False,Mar 10 2010 01:59:23,Twitter oficial de la Universidad de Puerto Rico,True,8541,Pacific Time (US & Canada),-28800,False,4
ZIKA,707544575062249472,Mar 09 2016 12:32:26,United States,US,Pennsylvania,0,336,'#SexuallyTransmitted #Zika more common than thought @WHO says https//tco/DmyYIuBnWE https//tco/TgiVKyBJCj',en,thephillyvoice,2557592940,en,Philadelphia,17432,1153,False,Jun 09 2014 21:58:12,Passionately Philly Your essential source for news sports and culture,True,23516,Pacific Time (US & Canada),-28800,False,2
ZIKA,707549854994702337,Mar 09 2016 12:53:25,United States,US,Florida,0,15493,'its either the flu or the zika virus',en,Imperfectiionnn,56383535,en,,869,502,False,Jul 13 2009 14:20:01,Ig @imperfectiionn,True,53322,Eastern Time (US & Canada),-18000,False,0
ZIKA,707555350162116612,Mar 09 2016 13:15:15,United States,US,Massachusetts,0,3281,'I had a dream that me and all my future roommates got zika',en,HenryInAHammock,134183822,en,Boscago,204,273,False,Apr 17 2010 17:42:30,*Jorts you can wear to a funeral*,True,2570,Atlantic Time (Canada),-14400,False,0
ZIKA,707561695212806144,Mar 09 2016 13:40:28,United States,US,Minnesota,0,243,'Mayo Clinic Begins Development of #Zika Virus Vaccine https//tco/9qHusG1uk6',en,MayoMedSchool,2573343979,en,Rochester MN,1502,411,False,Jun 17 2014 17:59:15,Mayo Medical School students' events and happenings headquarters Opinions do not necessarily reflect those of Mayo Clinic,True,556,Central Time (US & Canada),-21600,False,0
ZIKA,707571354304782336,Mar 09 2016 14:18:51,United States,US,Washington,0,3043,'ZIKA UPDATE WHO says most advanced Zika vaccine still a month away from human trials may come too late for current outbreak #Q13FOX',en,AlexLewisTV,1480707680,en,Seattle WA,1575,456,True,Jun 03 2013 21:49:49,Anchor/Reporter for #Q13FOX Seattle Lover of dogs books & bourbon Tweets are my own obvi #Texan #AKA #MiamiHurricane #BringBackSonics alexandra@q13foxcom,True,2825,Eastern Time (US & Canada),-18000,False,0
ZIKA,707574960307351553,Mar 09 2016 14:33:11,United States,US,Texas,0,928,'John Measel of @AARPTX Zika threatens seniors too via @dallasnews https//tco/zDiu6QPbP7',en,scribemark,15692569,en,Austin Texas,1598,2274,False,Aug 01 2008 18:32:18,Communicator for @AARP in Texas Recovering reporter Former Florida House Dems flack Proud dad Married to @lillyrockwell Views are my own mhollis@aarporg,True,3195,Quito,-18000,False,0
ZIKA,707574801704095744,Mar 09 2016 14:32:33,United States,US,Puerto Rico,0,44850,'@NelyaHernandez @robertoperezgo3 Turistas NorteAmericanos cancelan viajes a Cuba/Comunista preocupados por botes de Zika/Dengue y Colera!',es,agueros_henry,628979942,en,Western United States,3034,2593,False,Jul 07 2012 04:01:33,Born in Spanish Harlem NY of Puerto Rican /Cuban Parentsr Love my people and culture 100% Christian AntiCommunist ExPolitical Prisoner,True,104104,None,None,False,0
ZIKA,707586669927538688,Mar 09 2016 15:19:43,United States,US,Puerto Rico,0,30,'Discuten plan de emergencia para combatir virus del Zika https//tco/uNUbwxQACD https//tco/4zKI1aMJhA',es,JosseanMaestro,319195032,en,Puerto Rico,316,121,False,Jun 17 2011 18:23:34,Villalba Online es un periódico local en la Internet Cubre las noticias y eventos del pueblo de Villalba y de otros pueblos de la isla de Puerto Rico,True,5312,Eastern Time (US & Canada),-18000,False,0
ZIKA,707586126429626368,Mar 09 2016 15:17:33,United States,US,Colorado,0,2219,'funny enough @JeromeShaw @visitPara N Brazil was one of my top choices i'm cautious about #Zika dont wanna swim into a storm',en,AspenSpin,15601825,en,Aspen Colorado,6207,2246,False,Jul 25 2008 18:41:59,Aspen Spin #1 blog in Aspen Colorado Livin' the Dream since 2003 (blogging since 06) Summer in Detroit Spartan Dog Tweets from Andrew M Israel,True,17127,Mountain Time (US & Canada),-25200,False,0
ZIKA,707589089206398977,Mar 09 2016 15:29:19,United States,US,New York,0,788,'Transmit (transacross + mitsend) More disturbing news concerning transmission of Zika virus https//tco/oXq5r4EkKw #Zika',en,scholarskills,2188802137,en,Brooklyn NY New Windsor NY,855,1499,False,Nov 11 2013 18:03:58,ScholarSkills is a physical and online tutorial program founded by Rev Vieira to equip students for excellence in reading writing and math,True,2763,Pacific Time (US & Canada),-28800,False,0
