Keyword,Id,CreatedAt,Country,Country_Code,Place,RetweetedStatus,UsrFavouriteCount,Text,Lang,UsrName,UsrId,UsrLang,UsrLocation,UsrFollowersCount,UsrFriendsCount,UsrVerified,UsrCreatedAt,UsrDescription,UsrGeoEnabled,UsrStatuesCount,UsrTimeZone,UsrUtcOffset,Retweeted,Retweet_Cont
ZIKA,706906234537058306,Mar 07 2016 18:15:54,Brasil,BR,Rio de Janeiro-Brazil,0,2360,'caralho pq a porra das músicas tão tudo bugada? zika mesmo hein #MindOfMine',pt,temporary1D,1716412172,en-gb,Always n my heart Tiih,12152,9915,False,Aug 31 2013 18:14:23,▼jack g and tristan follows▲/ Pam minha cruzeirense sz / Rafallan ♥ / #ItsNallanBitches Naath meu amor ♥,True,44354,Brasilia,-10800,False,0
ZIKA,706904593150648321,Mar 07 2016 18:09:23,Ecuador,EC,Ecuador,0,798,'Limpia los tanques de reserva y cambia el agua cada tres días Juntos contra el #ZIka Charla Hospital General Macas https//tco/Ki6LYMHjXi',es,Salud_CZ6,410956276,es,Ecuador,4465,1251,False,Nov 12 2011 20:11:04,Cuenta oficial de la Coordinación Zonal 6 – #SALUD (#Azuay #Cañar #MoronaSantiago),True,7453,Quito,-18000,False,1
ZIKA,706903965078831104,Mar 07 2016 18:06:53,United States,US,Columbus-OH,0,8089,'Zika Virus is spreading across the globe',en,Schup_,418314139,en,A galaxy far far away,554,204,False,Nov 22 2011 01:10:10,I don't like sand,True,24333,Atlantic Time (Canada),-14400,False,0
ZIKA,706903787181613056,Mar 07 2016 18:06:11,Brasil,BR,Sao Paulo-Brazil,0,1041,'kkkk o cara foi zika agr me deu logo 20 conto kkkkkkkkkkkkkk',pt,GabiFaisca,401670414,pt,Divinéia city,1233,534,False,Oct 30 2011 22:18:37,$Ó PEÇO A PROTEÇÃO DE DEU$ E MUITA $AÚDE!! ☯ @mckauankoringa meu orgulho ♥,True,43105,Greenland,-10800,False,0
ZIKA,706917112464457729,Mar 07 2016 18:59:08,Brasil,BR,Rio de Janeiro-Brazil,0,801,'Zika me pegou de novo',pt,RiibeiroLaura,1945036394,pt,Cidade Maravilha RJ ♡,234,304,False,Oct 07 2013 19:49:38,Que os deuses do amor estejam a te proteger e que o verão no seu sorriso nunca acabe ♡ Instagram @Laura_Riibeiro,True,6769,None,None,False,0
ZIKA,706916836911153152,Mar 07 2016 18:58:02,Republika ng Pilipinas,PH,National Capital Region-Republic of the Philippines,0,21990,'I feel like Zika may or may not be following me around the world Its now in the Philippines https//tco/69cL5KgqiF',en,ASE,6392972,en,,50232,3698,True,May 28 2007 19:54:18,palestinian by blood american by birth kuwaiti by nationality egyptian by upbringing austrian by adolescence curious by nature employed by @VICE,True,72947,Kuwait,10800,False,0
ZIKA,706916274295730177,Mar 07 2016 18:55:48,Brasil,BR,Santa Isabel-Brasil,0,2132,'É muita zika',pt,melissa_roberta,328278911,pt,Santa IsabelSp,1261,980,False,Jul 03 2011 02:30:28,17 Futura Jornalista apaixonada pela leitura e por TWD Tudo no tempo de Deus 23/11 ❤,True,28755,Brasilia,-10800,False,0
ZIKA,706916117168713728,Mar 07 2016 18:55:10,United States,US,Washington-DC,0,168,'@WhiteHouse de + en + frustrée devant l'inaction du Congrès sur virus Zika Guantanamo budget armes à feu etc https//tco/lvia0g1s0W',fr,RichLatendresse,115399345,en,ÜT 389895077771605575,15628,288,True,Feb 18 2010 14:52:04,Correspondant à Washington pour TVA le plus important réseau francophone privé de télévision au Canada,True,3970,Eastern Time (US & Canada),-18000,False,0
ZIKA,706915642524442629,Mar 07 2016 18:53:17,Brasil,BR,Belo Horizonte-Brazil,0,12847,'@DoN__KaoS vc num consegue nem sair da cama ó zika virus',pt,pfvrnenath,3073615942,pt,Belo Horizonte Brasil,639,395,False,Mar 05 2015 22:21:29,ql amor é o mais genuíno? tu não vai saber só abre a porra dos braço e receba!! ♥ {05/03},True,15751,None,None,False,1
ZIKA,706915044576120832,Mar 07 2016 18:50:55,Brasil,BR,Porto Alegre-Brazil,0,67,'Deu Zika ! ba tum tsssss #piadasemgraca https//tco/O5cdHC5jGC',pt,jardimalegria,901750146,pt,Rio Grande do Sul Brasil,145,926,False,Oct 24 2012 12:45:16,Contador auditor e um cara bem humorado !,True,106,None,None,False,0
ZIKA,706914903265841152,Mar 07 2016 18:50:21,Nicaragua,NI,Nicaragua,0,738,'#Nicaragua 9 embarazadas con #ZIKA',es,CANAL15NIC,143839873,es,NICARAGUA,29332,47,False,May 14 2010 15:04:31,CANAL 15 ES 100% NOTICIAS EL PRIMER Y UNICO CANAL DE NOTICIAS DE NICARAGUA CON 24 HORAS DE INFORMACION,True,92519,Central America,-21600,False,0
ZIKA,706914807052632068,Mar 07 2016 18:49:58,Brasil,BR,Botucatu-Brasil,0,1183,'@IsadoraLarini @mavrudinha vai ficar zika',pt,Leooo_Piress,506091781,pt,Botucatu Brasil,250,127,False,Feb 27 2012 16:46:33,+55 014,True,1317,Pacific Time (US & Canada),-28800,False,0
ZIKA,706914664387637248,Mar 07 2016 18:49:24,Nicaragua,NI,Nicaragua,0,738,'104 casos de zika en #Nicaragua',ht,CANAL15NIC,143839873,es,NICARAGUA,29332,47,False,May 14 2010 15:04:31,CANAL 15 ES 100% NOTICIAS EL PRIMER Y UNICO CANAL DE NOTICIAS DE NICARAGUA CON 24 HORAS DE INFORMACION,True,92519,Central America,-21600,False,0
ZIKA,706914433394712576,Mar 07 2016 18:48:29,Nicaragua,NI,Nicaragua,0,4377,'#CraRosario 9 casos confirmados de Zika en el pais en total son 9 embarazadas con este virus',es,Nicaragua905,1345276808,es,Nicaragua,5690,132,False,Apr 11 2013 20:54:18,,True,44113,Central Time (US & Canada),-21600,False,0
ZIKA,706914021484658688,Mar 07 2016 18:46:51,Venezuela,VE,Venezuela,0,148,'Consejo Político de Gobierno en el área social impulsa campaña contra el Zika https//tco/wQbtKvCNkV @juancarlospsuv @Vencedora977fm',es,alcaldiaderibas,807835200,es,La Victoria estado Aragua,4433,587,False,Sep 07 2012 00:02:55,#ArtillerosDeRibas Gobierno Bolivariano del municipio Ribas liderizado por el Alcalde Juan Carlos Sánchez @juancarlopsuv construyendo La Victoria Humana,True,22785,Caracas,-16200,False,1
ZIKA,706912742125469696,Mar 07 2016 18:41:46,Brasil,BR,Brasília-Brazil,0,1997,'@GleeiciSoares zika tomou o remédio ?',pt,WalescaMelo_,4419069934,pt,,335,250,False,Dec 08 2015 19:52:41,Jesus de amor tu és meu senhor nada temerei ❤️,True,12610,None,None,False,0
ZIKA,706912659501780993,Mar 07 2016 18:41:26,México,MX,Mexico,0,33,'LA ENFERMEDAD DEL ZIKA https//tco/1iajLt0XLf',es,fabiola15w,537000592,es,México,204,1119,False,Mar 26 2012 07:07:35,México debe distinguirse La Propuesta MÉXICO CON UNA SOLUCIÓN es un ESCUDO INTERNACIONAL PROTECTOR @fabiola15w,True,957,None,None,False,0
ZIKA,706912641839550468,Mar 07 2016 18:41:22,México,MX,Cuernavaca-Morelos,0,5118,'Si ya salió la rola del Chinkunguya no quiero imaginar la del Zika',es,jaalsuresh,89443011,es,En América la Latina,1123,964,False,Nov 12 2009 13:15:02,El silencio te deja oír los latidos del corazón || Internacionalista & Filósofo || El béisbol la bici y yo || A veces explotar es necesario || Todo cambia,True,28850,Central Time (US & Canada),-21600,False,0
ZIKA,706921469578760193,Mar 07 2016 19:16:26,United Kingdom,GB,Heswall-England,0,1671,'@philcuteinho what about Zika m8',en,druvs_,3248806533,en-GB,Liverpool England,200,347,False,May 12 2015 21:31:42,1 8 Y / O,True,795,None,None,False,0
ZIKA,706920018102112256,Mar 07 2016 19:10:40,پاکستان,PK,Karachi-Pakistan,0,1064,'@MehrTarar Do not forget Zika',en,azfar25,111666987,en,KarachiPakistan,357,749,False,Feb 05 2010 18:59:00,Consultant Psychiatrist and detox specialist at AQ Institute of Behavioural Sciences Karachi Pakistan,True,21528,None,None,False,0
ZIKA,706919921507287042,Mar 07 2016 19:10:17,Brasil,BR,Lucas do Rio Verde-Brasil,0,2740,'Mais inchada né pq essa zika já me deixou um baiacu',pt,HelenaaColla,3297368421,en,Lucas do Rio Verde Mato Grosso,766,538,False,May 25 2015 04:10:08,Sempre fui assim tudo o que me falta de juízo sobra em amor ♈️ Snap helenacollaa,True,3459,None,None,False,0
ZIKA,706919808613265408,Mar 07 2016 19:09:50,United States,US,Guaynabo-PR,0,245,'El virus del Zika causa síntomas leves similares a la gripe Conozca sus riesgos https//tco/37fkLW7hMN',es,AonPuertoRico,1905157316,en,Puerto Rico,302,180,False,Sep 25 2013 19:17:39,Líder global en consultoría de recursos humanos y servicios de corretaje en el manejo de riesgos Única firma en Puerto Rico especializada One Stop Shop,True,707,Atlantic Time (Canada),-14400,False,0
ZIKA,706919738656563200,Mar 07 2016 19:09:34,Brasil,BR,Recife-Brazil,0,3288,'O Zika está matando o nosso intelecto futuro! Não deixe água parada e faça a diferença na vida de uma criança https//tco/SnQWgdAsqV',pt,DhamarysClement,1665609061,pt,Recife Pernambuco Brasil,1319,1975,False,Aug 12 2013 17:20:10,Love+Music=Art=The life Me seguem @Guido_Rochin @nickfradiani @YoannFreget @mattgoss @bandascalene E o meu compositor favorito @edgarcortazar1,True,2932,Brasilia,-10800,False,0
ZIKA,706919374553161728,Mar 07 2016 19:08:07,México,MX,Ocoyoacac-México,0,510,'Suman 20 embarazadas con Zika https//tco/BkuOZXeDBx',in,gppan_edomex,1898396389,es,México,1562,1999,False,Sep 23 2013 20:42:28,Twitter Oficial Grupo Parlamentario del Partido Acción Nacional en la LIX Legislatura del Estado de México,True,1891,Mexico City,-21600,False,0
ZIKA,706932346088464384,Mar 07 2016 19:59:40,Brasil,BR,Sao Paulo-Brazil,0,3163,'agradeço pelos amigos que eu tenho eles são zika de vd💘',pt,andreootti_,264486882,pt,znossa,760,633,False,Mar 12 2011 00:22:11,O final é só quando vc desiste☮,True,20185,Mid-Atlantic,-7200,False,0
ZIKA,706937002709676032,Mar 07 2016 20:18:10,Brasil,BR,Belo Horizonte-Brazil,0,1594,'@suyene_ingrid haha valeu uma hora a zika tem que passar ne',pt,gwalves13,101094813,pt,Belo Horizonte,1101,741,False,Jan 02 2010 00:33:18,Centro Atleticano de Memória | Estudante de Design,True,44627,Brasilia,-10800,False,0
ZIKA,706936648622182400,Mar 07 2016 20:16:45,México,MX,Benito Juárez-Quintana Roo,0,738,'Arranca en la zona sur la 1a Semana Nacional de lucha contra el Dengue Chikungunya y Zika https//tco/m3g3bdqUBL @drjlortegon @paisayupit',und,NotasldelCampo,2427699530,es,Chetumal Quintana Roo,608,315,False,Apr 04 2014 18:43:39,,True,37254,None,None,False,0
ZIKA,706947363500326914,Mar 07 2016 20:59:20,Brasil,BR,Sao Paulo-Brazil,0,104551,'@o_antagonista Vergonha está tudo dominado Fora Zika Dilma',pt,palestra77,1663622202,pt,,2311,3438,False,Aug 11 2013 23:08:15,THE BEST WE HAVE IN THE WORLD WOMAN PALMEIRAS,True,88726,None,None,False,0
ZIKA,706946803950817284,Mar 07 2016 20:57:07,United Kingdom,GB,Weston-super-Mare-England,0,11199,'Can't get over the local health official in Recife blaming 'some foreigners' for bringing the Zika virus into Brazil https//tco/S19usOWYlG',en,rennyjones,22987585,en,North Somerset,71,705,False,Mar 05 2009 22:09:13,Ciderdrinking Bath Rugby fan born north of Yate young 'un! Only post my own views here plus other nonsense Tick me off mind and you're blocked simples,True,15202,London,0,False,0
ZIKA,706957386213265408,Mar 07 2016 21:39:10,España,ES,Madrid-Spain,0,0,'ESN Spain Confirms 38 Cases of Zika Virus 07 de marzo de 2016 1557Madrid Mar 7 (Prensa Latina) Spain… https//tco/hMlvlDNXFz',en,PairsonnalitesE,186478529,es,Las Américas | España,2087,1001,False,Sep 03 2010 15:34:08,Keeping uptodate on social exclusion worldwide | Español | contra la exclusión social | Marginación y exclusión | Violencia | Mayores | HIV LGBT | NotforPR,True,582453,Mexico City,-21600,False,0
ZIKA,706957115068391425,Mar 07 2016 21:38:05,Brasil,BR,Sao Paulo-Brazil,0,104598,'@JornalOGlobo @motta1302 Fora Zika Dilma',und,palestra77,1663622202,pt,,2312,3442,False,Aug 11 2013 23:08:15,THE BEST WE HAVE IN THE WORLD WOMAN PALMEIRAS,True,88771,None,None,False,0
ZIKA,706962347584266241,Mar 07 2016 21:58:53,Brasil,BR,Porto Alegre-Brazil,0,717,'Mds to numa tosse acho q to c Zika 😂😂😂😂',fr,AlineSanttos98,3142767789,pt,,272,192,False,Apr 07 2015 05:41:11,Brasil / RS / Poa 17 ♍️ Modelo,True,1832,None,None,False,0
ZIKA,706962206550654976,Mar 07 2016 21:58:19,Cuba,CU,Cuba,0,2250,'#Cuba Raúl nos llama a la constancia y la disciplina en el combate contra el #Zika https//tco/3t6eTn3KAq vía @robertoperezgo3',es,angelesdeabril,223207232,es,La Habana Cuba,3974,3990,False,Dec 05 2010 18:26:07,Periodista cultural de la emisora COCOCMCK El Periodico del Aire,True,66228,Eastern Time (US & Canada),-18000,False,0
ZIKA,706962003030630400,Mar 07 2016 21:57:30,Peru,PE,Peru,0,28,'@tenoriopedro #VIRUS ZIKA ACUÑERO pico 1 noche #ACUÑA se cambio d #CASA dejó #MUJER q vvia 10 años c/ EL abandonó #NIÑO AMNESIA ?',es,RossydeChiclayo,1947407652,es,,186,137,False,Oct 08 2013 17:02:01,acérrima twitera,True,15866,Eastern Time (US & Canada),-18000,False,0
ZIKA,706961793524957184,Mar 07 2016 21:56:40,Panama,PA,Panama,0,188,'@ENTORNOi jajaja tendra el Zika',es,renearturo61,142169228,es,Panamá,1969,2185,False,May 10 2010 04:44:40,Soy padre fanático del boxeo béisbol y fútbol,True,29535,Bogota,-18000,False,0
ZIKA,706961266561126400,Mar 07 2016 21:54:35,Brasil,BR,Campinas-Brasil,0,864,'Zika presente em pernilongos comuns Vejo pernilongo aqui já fico maluca',pt,plockerq,169350301,pt,Campinas SP,281,265,False,Jul 22 2010 03:44:12,O que meus olhos vêem minha câmera capta http//tco/xhL64W5eAs,True,13919,Brasilia,-10800,False,0
ZIKA,706960810820694016,Mar 07 2016 21:52:46,Brasil,BR,Rio de Janeiro-Brazil,0,10068,'Coitada da minha mãe tá toda caída oh zika do crl😪😪😪',pt,Aliinesimoes,247436212,pt,Rio de Janeiro Brasil,1426,1105,False,Feb 04 2011 20:01:49,Futura Noiva do Arthur Oliveira,True,28044,Greenland,-10800,False,0
ZIKA,706960762250592257,Mar 07 2016 21:52:35,Brasil,BR,Porto Velho-Brazil,0,91,'O MDS EU TO COM ZIKA',pt,hianaaa28,3206498937,pt,,67,94,False,Apr 25 2015 15:32:24,cante para eu dormir,True,453,None,None,False,0
ZIKA,706960689378668544,Mar 07 2016 21:52:17,United States,US,Carlsbad-CA,0,4143,'Inverosímilqué pasa a @luisfortuno51? Lo picó zika o Pellé?https//tco/ViD7V9MiFe @TeamAzote @ricardorossello @Jenniffer2012 @TeamCucusa',und,miriamquin,16328360,en,San Diego California,981,1997,False,Sep 17 2008 13:55:40,Passionate about the principles upon which our Nation was founded,True,5975,Pacific Time (US & Canada),-28800,False,0
ZIKA,706960349086486533,Mar 07 2016 21:50:56,Colombia,CO,Valle del Cauca-Colombia,0,146,'Jornada fumigación en Asamblea control para erradicación del zancudo transmisor de enfermedades como Dengue y Zika https//tco/rSx5h7biKb',es,JuanCarlosGR51,3380319701,es,Cali Colombia,299,1368,False,Jul 17 2015 13:17:05,Presidente de la Asamblea del Valle del Cauca Profesional en Mercadeo y Negocios Internacionales de la Universidad Autónoma de Occidente de la ciudad de Cali,True,168,Bogota,-18000,False,0
ZIKA,706959677964288002,Mar 07 2016 21:48:16,Brasil,BR,Brasília-Brazil,0,4233,'@whythislaura amiga é zika mesmo?',pt,bhahelen,60764614,pt,Brasil,734,611,False,Jul 28 2009 00:57:28,Oh definitely felicity smoak defense squad!!,True,50810,Brasilia,-10800,False,0
ZIKA,706959606480822273,Mar 07 2016 21:47:59,Venezuela,VE,Venezuela,0,22042,'Zika News te añadió a la lista Zika_News/zikaexperts ¿Quee? https//tco/pSSVMtGLVL',und,wscrake,349427596,es,barquisigueco,2155,899,False,Aug 06 2011 02:43:06,21| Venezolano mezclado con Holandés! ws0424558470 +@FCBarcelona_es,True,20006,Caracas,-16200,False,0
ZIKA,706959194050535424,Mar 07 2016 21:46:21,United States,US,Washington-DC,0,884,'Federal agencies cautioned against sending employees to #Zikaaffected areas https//tco/wMbTsnYkpQ #zikavirus @EricYoderWP',en,PowerPost,3086975121,en,Washington DC,3570,3546,False,Mar 11 2015 15:07:30,News about Washington decisionmakers and home to The Daily 202 morning brief http//tco/e7jTt0ywUj,True,8551,Pacific Time (US & Canada),-28800,False,0
ZIKA,706958823852933120,Mar 07 2016 21:44:52,United States,US,Orangevale-CA,0,1988,'watch out 4 Zima/Zika/??? https//tco/jdZLtgfP6E',en,fuggenduffy,394470787,en,GoinNorth95662 OV 95662,3319,178,False,Oct 20 2011 03:46:09,Check out my BikeNow motorsports on eBay 4 fantastic deals and stuff gotta lotta moto stuff onityodda see the low prices n stuffXMas gifts Birthday,True,39369,Pacific Time (US & Canada),-28800,False,0
ZIKA,706958571708227584,Mar 07 2016 21:43:52,Brasil,BR,São Gonçalo-Brasil,0,1226,'Que treco ruim essa tal de zika mal estar do crlll',pt,VvianRodrigues4,3318269003,pt,,266,286,False,Jun 11 2015 02:06:46,Carioca 021 Facebook Vívian Rodrigues Whats971147679 Insta@Vivianpaivaa @ClubeFoIIowBack,True,1304,None,None,False,0
ZIKA,706958471237734401,Mar 07 2016 21:43:28,México,MX,Mexico,0,182,'Pocos casos d #zika en MX 88% #UReporters dicen no conocer casos Sigamos evitando proliferación d mosquitos! ) https//tco/SMUsyNd0hN',es,UreportMexico,3098126786,en,México,1641,411,False,Mar 19 2015 15:48:06,¡Somos el altavoz de tus ideas llevamos tu voz con quien debe escucharla! Síguenos porque #TuVozCuenta,True,912,None,None,False,0
ZIKA,706958421321510912,Mar 07 2016 21:43:16,Argentina,AR,Luján-Argentina,0,7,'@ElCinismoLujan también el secretario de salud el sanitarista y epidemiólogo contador Curone ampliará sobre la lucha contra el virus Zika',es,ElCinismoLujan,2165605574,es,,186,267,False,Oct 30 2013 22:54:30,,True,333,None,None,False,0
ZIKA,706958393240584193,Mar 07 2016 21:43:10,United States,US,Miami Beach-FL,0,2312,'#gummytummy &gt Zika https//tco/jI2UjWd7Q3',und,TomChirico,15856090,en,Brooklyn NY,949,669,False,Aug 14 2008 21:28:31,brand strategy @Twitter always #thriving all tweets is all me all me for real,True,3850,Eastern Time (US & Canada),-18000,False,0
ZIKA,706958136666689536,Mar 07 2016 21:42:09,Brasil,BR,Sao Paulo-Brazil,0,579,'Elas olha e nem pisca rouba minha brisa Visualiza que os moleque é mídia os garoto são foda as mina são zika 🎶',pt,rfranca_dultra,2171102389,pt,,529,380,False,Nov 02 2013 23:16:57,Estudante de jornalismo amante da política e de esportes,True,3643,Brasilia,-10800,False,0
ZIKA,706966050601103360,Mar 07 2016 22:13:35,Brasil,BR,Vacaria-Brasil,0,15917,'Será q to c zika?',pt,tavivivanaz,217151896,en,Rio Grande do Sul Brasil,1219,451,False,Nov 18 2010 18:39:08,snap|insta tavivivanaz,True,100079,Santiago,-10800,False,0
ZIKA,706965456519704576,Mar 07 2016 22:11:14,Brasil,BR,Sao Paulo-Brazil,0,0,'BRN USOC on Zika Athletes Decide Whether to Compete in Brazil US Olympic Committee leaders say athletes have… https//tco/zgoiYlsQQa',en,pairsonnalitesB,185789961,pt,PORTUGUÊS | Italiano,881,785,False,Sep 01 2010 21:06:16,Keeping uptodate on social exclusion worldwide | Português & Italiano | Contra a exclusão social Contro l'esclusione sociale | Notfor PROFIT,True,418846,Brasilia,-10800,False,0
ZIKA,706965286461829120,Mar 07 2016 22:10:33,United Kingdom,GB,Camberwell-England,0,2095,'Opposition to abortion even in cases of #zika and #microcephaly remains strong among #Brazil public https//tco/HKbdUck501',en,danielrhamilton,57057518,en,United Kingdom,7964,2243,False,Jul 15 2009 16:10:24,Senior Director global business advisory firm BritishBrazilian Tory candidate in 2015 UK EU Brazil Kosovo Caucasus Moldova Ukraine polling & food,True,30970,London,0,False,1
ZIKA,706964780658139138,Mar 07 2016 22:08:33,Brasil,BR,Rio de Janeiro-Brazil,0,2437,'Estou com Zika 💔💔💔💔💔💔💔',pt,beliebercarol01,3110808634,pt,Anchieta Rio de Janeiro,369,167,False,Mar 24 2015 16:24:35,Pisciana/ SnapGoulartcarol19/Dançarina/ Procurando um namorado/FAB/Belieber,True,12013,None,None,False,0
ZIKA,706964528106442753,Mar 07 2016 22:07:32,Argentina,AR,Ciudad Autónoma de Buenos Aires-Argentina,0,4,'Parte oficial en CABA 284 casos confirmados de #dengue 322 probables 9 confirmados de #zika y 7 de #Chikungunya https//tco/zAovuX4RSU',es,camilstras,380641339,es,,280,358,False,Sep 27 2011 00:18:10,Licenciado en Ciencias de la Comunicación (UBA) Periodista / Agencia Télam,True,1352,Buenos Aires,-10800,False,0
ZIKA,706964308786343936,Mar 07 2016 22:06:40,United States,US,South Carolina-USA,0,2284,'I wonder if everyone that went on a cruise for spring break realized that the Zika virus is all over the Caribbean 🤔',en,lexations,449881277,en,,497,406,False,Dec 29 2011 16:18:40,CCU'16 ΑΔΠ,True,3837,Central Time (US & Canada),-21600,False,0
ZIKA,706964186547535872,Mar 07 2016 22:06:11,United Kingdom,GB,Stoke-on-Trent-England,0,3276,'El Ministerio de Salud considera que el zika está “bajo control” entiendase corran por sus vidas!!!',es,ctlndiazv,492765452,es,Costa Rica and United Kingdom,377,1268,False,Feb 15 2012 03:06:42,Nadie llega tan lejos si no es para seguir Nacho Vegas,True,3196,London,0,False,0
ZIKA,706963816794492929,Mar 07 2016 22:04:43,Brasil,BR,Volta Redonda-Brasil,0,1064,'Espero que não seja dengue ou zika ou sei lá',pt,marcellycampos6,261411961,pt,Volta Redonda RJ,166,534,False,Mar 05 2011 22:24:56,miga melhore,True,8446,Santiago,-10800,False,0
ZIKA,706971961361092608,Mar 07 2016 22:37:05,Argentina,AR,Rosario-Argentina,0,937,'@Leojnx que te agarraste zika boludo',pt,ReeeeenzoRita,876148050,es,Gigante de arroyito,262,227,False,Oct 12 2012 18:23:52,16 años canalla desde la cuna al cajón!,True,7331,Pacific Time (US & Canada),-28800,False,0
ZIKA,706971738169544704,Mar 07 2016 22:36:11,United States,US,Queens-NY,0,40,'So these fuckers created this Zika virus now look ALL OF A SUDDEN they selling medicine for it Smh u can't make this shit up',en,ThaBlkPanther,368414039,en,BXNY,264,603,False,Sep 05 2011 16:08:04,All I do is separate the game from the truth Trying to make it from the park bench to Park Ave / Knicks Mets Bills Gators & Redmen ALL DAY #SlideLikeGrease,True,18132,Eastern Time (US & Canada),-18000,False,0
ZIKA,706970643707863040,Mar 07 2016 22:31:50,Brasil,BR,Rio de Janeiro-Brazil,0,2204,'Estou com medo de ficar com zika pqp !!',pt,TonnyBurnquist7,229893991,pt,Bangu Rio de Janeiro,452,245,False,Dec 23 2010 16:39:02,Néctar • Bloco 7,True,12030,Brasilia,-10800,False,0
ZIKA,706970473284952066,Mar 07 2016 22:31:10,Brasil,BR,Santa Catarina-Brazil,0,6425,'Preciso compra um livro zika',pt,BorbaSra,3795270497,pt,Nova Iorque USA,707,605,False,Sep 27 2015 18:00:19,Snapchat vihborba2 (048)98577582 | 15 Years ) | Aquário ♒| Justin e Demi ❤ | Youtubers ❤,True,9013,None,None,False,0
ZIKA,706970188923736064,Mar 07 2016 22:30:02,Brasil,BR,Sao Paulo-Brazil,0,104656,'@AecioBlog Fora Zika Dilma',und,palestra77,1663622202,pt,,2313,3448,False,Aug 11 2013 23:08:15,THE BEST WE HAVE IN THE WORLD WOMAN PALMEIRAS,True,88816,None,None,False,0
ZIKA,706968937355976708,Mar 07 2016 22:25:04,Brasil,BR,Brasília-Brazil,0,6617,'Zoei tanto do povo que acabei pegando zika também isso é castigo',pt,amandagabbis_,3463503975,pt,,391,278,False,Aug 28 2015 01:43:09,Os que de madrugada me buscam me acharão Provérbios 81,True,9613,None,None,False,0
ZIKA,706968786172256259,Mar 07 2016 22:24:28,United States,US,Stoughton-MA,0,66,'Le virus Zika menace sanitaire ou économique pour le Brésil ? https//tco/Chg0J53dTe',fr,JeanFordGFigaro,480885678,en,Boston Massachusetts,414,1984,False,Feb 02 2012 01:27:30,Medical doctor Healthcare Emergency Management Public Health disasters consultant Cholera Advocate,True,388,Central Time (US & Canada),-21600,False,0
ZIKA,706968347427078145,Mar 07 2016 22:22:43,Brasil,BR,Cabo Frio-Brasil,0,466,'Estou com essa porra de zika zzzz',pt,BelieberLaryy,3771233607,pt,,99,254,False,Sep 25 2015 13:09:48,Infelizmente eu não sou do tipo de pessoa que esquece,True,1754,None,None,False,0
ZIKA,706968150898843649,Mar 07 2016 22:21:56,Brasil,BR,Campinas-Brasil,0,5105,'entre todos bairros de campinas o meu bairro eh o mais afetado pelo zika vírus que legal hein',pt,falaechris,781540758,pt,Campinas São Paulo,5917,4464,False,Aug 26 2012 02:49:28,a vida é boa nois que é ruim,True,13835,Brasilia,-10800,False,0
ZIKA,706967869670694912,Mar 07 2016 22:20:49,United Kingdom,GB,Wellington-England,0,185,'What do you want to talk about? Zika virus? Global poverty? US election? Nah mate Liverpool got a penalty',en,DavidHickman87,355122375,en,Telford,5530,4350,False,Aug 14 2011 21:33:43,Liverpool FC supporter crown green bowls player cricket enthusiast and darts fanatic #JFT96,True,63335,London,0,False,1
ZIKA,706977169734553601,Mar 07 2016 22:57:46,Brasil,BR,Cruzeiro-Brasil,0,788,'mamonas é zika de mais vlh tem nem logica',pt,_KingSnake,3291980048,pt,,296,215,False,Jul 25 2015 06:05:57,Não ganhe o mundo e perca sua alma sabedoria é melhor que ouro e prata,True,4957,None,None,False,0
ZIKA,706976956827443201,Mar 07 2016 22:56:56,México,MX,Tuxtla Gutiérrez-Chiapas,0,1794,'Conversa en #familia sobre como prevenir el #Zika #JuntosVamosACuidarnos @fjavierpm73 @chiapas066 @infdigital1 https//tco/rmoQmrzEZ4',es,SSaludChiapas,1004461129,es,Tuxtla Gutiérrez Chiapas,2989,928,False,Dec 11 2012 17:11:57,Twitter oficial de la Secretaría de Salud del Gobierno de Chiapas,True,14117,Central Time (US & Canada),-21600,False,0
ZIKA,706976500457873408,Mar 07 2016 22:55:07,Brasil,BR,Rio de Janeiro-Brazil,0,52,'É tipo a bela e a feraele é zika e gosta dela 🔫💗 https//tco/Z0xu6HwbN7',pt,YsaRocha10,2987335866,pt,,34,279,False,Jan 17 2015 18:12:48,Flor que não se acha em Floricultura,True,792,Brasilia,-10800,False,0
ZIKA,706976361743835136,Mar 07 2016 22:54:34,Brasil,BR,Florianópolis-Brazil,0,6096,'Tenho q me benzer tas é doido sai zika',pt,GilPereiraF,288435142,pt,Coqueiros Florianópolis ✌,329,152,False,Apr 26 2011 21:07:09,Do mesmo jeito que você to atrás do progresso e do adianto,True,24440,Mid-Atlantic,-7200,False,0
ZIKA,706976237214949377,Mar 07 2016 22:54:04,Brasil,BR,Recife-Brazil,0,3622,'senti a presença da zika só em passar pela rural',pt,duddavp,55158067,pt,Recife,743,247,False,Jul 09 2009 05:55:54,quando eu souber eu digo,True,31946,Brasilia,-10800,False,0
ZIKA,706975555447558144,Mar 07 2016 22:51:22,Brasil,BR,Niterói-Brasil,0,580,'Nunca fico doente nessa porra ai quando fico pego logo zika sorte é lixo',pt,ane021,4437675863,pt,Niterói,320,341,False,Dec 10 2015 12:59:28,Só se vê bem com o coração o essencial é invisível aos olhos,True,837,None,None,False,0
